,text,name
Q6397435,"Kevin Santos is a Filipino actor and was discovered in the Philippine over-all talent competition, StarStruck.   Starstruck  Kevin Santos was included in the Final 14 of StarStruck wherein Ryza Cenon ",Kevin Santos
Q6399727,"Khalil Joseph Nepomuceno Ramos (born January 22, 1996), known professionally as Khalil Ramos, is a Filipino actor and singer. In July 2011, he won second place on Pilipinas Got Talent, a reality talen",Khalil Ramos
Q6402769,"Yoon Joo-hee (born February 21, 1985) is a South Korean actress. She is best known for starring in the multi-season medical/crime procedural cable TV series God's Quiz.  Filmography  Television series",Yoon Joo-hee
Q6403783,"Kian Reza Kazemi is a Filipino-Iranian actor, reality show contestant and TV host. Kian Kazemi also appeared in several TV shows before he had appeared on Tayong Dalawa.  Personal life He is a known c",Kian Kazemi
Q6408874,Kim Ji-Hoon (born 9 August 1984) is a South Korean gymnast. Kim was part of the South Korean team that won the bronze medal in the team event at the 2006 Asian Games. He also competed at the 2008 Summ,Kim Ji-hoon (gymnast)
Q6408964,"Kim Jong-Wook (, born February 1, 1982) is a South Korean singer. He is best known for Only You, the theme song of the popular Korean reality show We Got Married.Kim Jong-wook in KBS WORLDKim Jong Uk ",Kim Jong-wook
Q6414874,"Johanna Ismael Celis (born July 29, 1995), better known as Kiray Celis, is a Filipina actress.  Career Munting Miss U Kiray was first discovered when she joined a contest called Muntíng Miss U of MTB ",Kiray
Q6425280,"Kodi Burns (born December 24, 1988) is an American football coach at Samford University. He played college football for the Auburn University Tigers football team.  High school career As a high school",Kodi Burns
Q643440," is a Japanese stage and television actor from Shiga Prefecture. Minehiro portrayed Ryu Terui, the Superintendent of the police force and the secondary hero of the television series Kamen Rider W.  Ro",Minehiro Kinomoto
Q6437136,"Kristine Ann Tan Bernal, better known by her screen name Kris Bernal (born on May 17, 1989 in Quezon City, Philippines), is a Filipina actress who became known as one of the finalists of StarStruck. S",Kris Bernal
Q6437231,"Kristofer Lawrence Cadevida (born September 1, 1982), better known as simply Kris Lawrence, is a Filipino singer of dual American and Filipino citizenship.  Early life Lawrence was born in Los Angeles",Kris Lawrence
Q643751,", is a Japanese pop singer. She released her first single, 'Anata no kisu o kazoemashô - You Were Mine' on September 15, 1999. This song was a huge hit in Japan and made the 17-year-old a sensation ov",Yuki Koyanagi
Q6437690,"Cristalle Lauren Tupaz Ranillo-Lim (born 10 December 1984), also known as Krista Ranillo, is a Filipina actress. She comes from a ""showbiz family"" and earned her degree in 2007.ABS-CBN In 2010 she mar",Krista Ranillo
Q6437735,"Kristel Aina Fulgar (born December 30, 1994) is a Filipina actress. She is known for her roles in Goin' Bulilit, Maria Flordeluna, Dahil Sa Pag-ibig and Got to Believe. She is currently enrolled at Un",Kristel Fulgar
Q6438405,"Kristoffer Martin (born November 20, 1994 in Olongapo City, Zambales, Philippines) is a Filipino actor. His career started when he joined the talent TV show Little Big Superstar where he was eliminate",Kristofer Martin
Q6439761,"Jolina Marie B. Reyes, better known by her screen name Krystal Reyes (born September 8, 1996 in Barangay Bulac, Santa Maria, Bulacan, Philippines), is a Filipina child actress who is currently a GMA N",Krystal Reyes
Q6457210,"Lewis Alfred V. ""L.A."" Tenorio (born July 9, 1984) is a Filipino basketball point guard who plays for Barangay Ginebra San Miguel in the Philippine Basketball Association. His combination of speed, st",LA Tenorio
Q6458882,"Lourna Jane Pujeda Reyes (born December 25, 1987 in Quezon City, Philippines) is a Filipina actress. She was one of the Final Four of the reality TV show StarStruck. She had a relationship with Paulo ",LJ Reyes
Q6490322,"Larry Alexander N. Fonacier (born May 13, 1982 in Quezon City, Philippines) is a professional basketball player in the Philippine Basketball Association who currently plays for the Talk 'N Text Tropan",Larry Fonacier
Q6491042,"Larry Rodriguez (born May 5, 1983) is a Filipino professional basketball player in the Philippine Basketball Association and currently plays for the Blackwater Elite. He was drafted ninth overall in t",Larry Rodriguez (basketball)
Q6500422,"Lauren Anne Young (born November 8, 1993) is an Filipino American actress, and model  She is the younger sister of actress and Miss World 2013 Megan Young. In 2012, she transferred to GMA Network and ",Lauren Young
Q6515652,"Lee Young-jin (also stylized as Rie Young-zin; born February 24, 1981) is a South Korean model turned actress.       Filmography  {| class=wikitable ! Year !! Title !! Role |- | 1990 || The Moonlight ",Lee Young-jin (actress)
Q6537663,"Lexi Fernandez (born January 5, 1995 in Manila, Philippines) is a Filipina actress, host, singer and dancer. She is the daughter of Filipina character actress Maritoni Fernandez and is currently a GMA",Lexi Fernandez
Q665398," is a Japanese voice actress and singer.Doi, Hitoshi. ""Kitamura Eri"". Seiyuu Database. February 1, 2011. Retrieved February 1, 2011.  She is known for voicing prominent roles in anime such as Blood+, ",Eri Kitamura
Q666129,"Jason Hsu is a member of the Taiwanese boyband 5566. He is known in the Philippines for playing the role of Cyborg 5566 in an episode of Captain Barbell.Red, Isah. Manila Standard Today. Dennis Trillo",Jason Hsu
Q6662836,"Lloyd Zaragoza is a Filipino actor and singer.   Filmography  {| border=""2"" cellpadding=""4"" cellspacing=""0"" style=""margin: 1em 1em 1em 0; background: #f9f9f9; border: 1px #aaa solid; border-collapse: ",Lloyd Zaragoza
Q6670189,"Annie Chen (born 陳庭妮; pinyin: Chén Tíng Nī),""Annie Chen"". Facebook. Retrieved 2013-09-01. is a Taiwanese model, actress, and endorser.  She was the first person to win at the The First Kaiwo ""Phantasy",Annie Chen
Q6686118,"Maria Lourdes Grace Valdivia Basabas, better known as Lougee (pronounced ""Lou-G"") Basabas (born October 24, 1984. Is a solo artist and song writer. She is the former lead vocalist of the alternative r",Lougee Basabas
Q671923,"Theodore ""Ted"" Ginn, Jr. (born April 12, 1985) is an American football wide receiver and return specialist for the Arizona Cardinals of the National Football League (NFL). He was drafted by the Miami ","Ted Ginn, Jr."
Q673494,"Lia Andrea Aquino Ramos, born January 11, 1981 in Davao City, was the representative of the Philippines in the Miss Universe 2006 pageant held in Los Angeles, California. Lia was also voted as Miss Ph",Lia Andrea Ramos
Q6737345,"Maja Ross Andres Salvador (born October 5, 1988) is a Filipina actress, dancer, model, and producer. Salvador is a member of a family of actors which includes her father, Ross Rival, aunt Jobelle Salv",Maja Salvador
Q6745644," is a Japanese idol, singer, and actress. She has released a number of DVDs. She is best known for her role as Remi Freedle in Chousei Kantai Sazer-X.  Matsuyama cosplayed as Mao Ran, a character in a",Mami Matsuyama
Q6757402,"Marco Alcaraz (born July 12, 1983 in Cebu City, Philippines) is a Filipino actor, commercial model, and former varsity basketball player at San Sebastian College-Recoletos. His first movie was Aishite",Marco Alcaraz
Q6758566,"Marcelino V. Arellano II also known as Marcy Arellano (born May 25, 1986) is a professional basketball player from Philippines. He last played for the Philippine Patriots in the Asean Basketball Leagu",Marcy Arellano
Q6762548,"Maricar Manalaysay Balagtas (born July 29, 1983), of the Philippines, is the first Filipino delegate to win the Miss Globe International title in 2001 and represented the Philippines in the 2004 Miss ",Maricar Balagtas
Q6763149,"Mariel Rodriguez-Padilla (born Maria Erlinda Lucille Sazon Termulo on August 10, 1984) is a Filipina commercial model, endorser, TV host, former MTV VJ and actress. She first started as an MTV VJ. She",Mariel Rodriguez
Q6766783,"Mark Anthony Rosales Borboran (Born November 1, 1981) is a Filipino professional basketball player who currently plays for the NLEX Road Warriors in the Philippine Basketball Association.  He went to ",Mark Borboran
Q6766992,"Mark ""Macmac"" Cardona (born November 3, 1981 in Mandaluyong, Metro Manila, Philippines) is a Filipino professional basketball player currently playing for the NLEX Road Warriors in the Philippine Bask",Mark Cardona
Q6768010,"Mark Angelo Santos Herras (born December 14, 1986) is a Filipino television and film actor. He won in the reality talent show StarStruck aired in GMA Network. He also appeared in Forever In My Heart, ",Mark Herras
Q6770470,"Mark Yee (born January 4, 1982 in Sagay City, Negros Occidental, Philippines) is a Filipino professional basketball player who plays for the GlobalPort Batang Pier in the Philippine Basketball Associa",Mark Yee
Q6771580,"Marla Boyd (born Geraldine Marla Boyd on February 25, 1987 ) is a Filipina actress.  Biography  Career Marla didn’t have plans of entering showbiz when she came to the Philippines for a vacation. But ",Marla Boyd
Q6774071,"Mart Enrico Escudero, commonly known as Martin Escudero (born April 11, 1990), is a Filipino actor, model and television personality. He rose to fame during his stint at the fourth season of StarStruc",Martin Escudero
Q6774811,"Yoo In-young (born Yoo Hyo-min on January 5, 1984) is a South Korean actress. Yoo began her entertainment career as a commercial model before making her acting debut in 2005. Best known for her roles ",Yoo In-young
Q6776968,"Martin Miguel Mangay del Rosario (born November 25, 1991), also known by his screen name Martin del Rosario, is a Filipino actor. He is known for his portrayal of Norberto Matias in the series Minsan ",Martin del Rosario
Q6781224,"http://marythehost.blogspot.com/Marylaine Louise Lagran Viernes (born September 29, 1986) is a Filipina events host, model, writer and event blogger. She is also a Carlos Palanca Awardee, winning firs",Marylaine Viernes
Q6786461,"Gianmatteo Fernan Guidicelli, better known as Matteo Guidicelli (born on March 26, 1990),http://www.abs-cbnnews.com/entertainment/03/26/12/matteo-turns-22 is a Filipino-Italian actor, model, racer and",Matteo Guidicelli
Q6786664,"Matet de Leon is an actress and former child actress. She is a adopted daughter of Christopher de Leon and Nora Aunor.  Filmography  Television {| class=""wikitable"" |-  style=""background:#ccc; text-al",Matet de Leon
Q6789333,"Matthew Phillip Simms (born September 27, 1988) is an American football quarterback for the New York Jets of the National Football League (NFL). He was signed as an undrafted free agent by the Jets in",Matt Simms
Q6798088,Mayumi Ono (born 14 August 1984) is a Japanese former field hockey player who competed in the 2008 Summer Olympics.  References  Category:1984 births Category:Living people Category:Japanese field hoc,Mayumi Ono
Q6798098,"Mayumi Yamamoto (山本真由美 Yamamoto Mayumi; born May 11, 1984) is a Japanese actress.  Television Kanjani Knight (Guest appearance) 幽霊(ゴースト)ママ (Regular cast member) 新・京都迷宮案内 てるてる家族 (Teruteru Kazoku) GET01",Mayumi Yamamoto
Q6809160,", better known by the stage name , is a Japanese tarento, actress, singer and gravure idol. She was raised in Kurashiki, Okayama, but was born in Matsue, Shimane. She is currently affiliated with Suns",Megumi (actress)
Q6809186, is a Japanese actress.  Career Sato appeared in Sion Sono's 2007 thriller film Exte. She played a suppoting role in Mikio Satake's 2008 debut film Class Reunion.  Filmography Films  Winning Pass (200,Megumi Sato (actress)
Q684145,"Philip Michael Rivers (born December 8, 1981) is an American football quarterback for the San Diego Chargers of the National Football League (NFL). Rivers was drafted in the first round of the 2004 NF",Philip Rivers
Q6843911,"Maggie Wu () is a Taiwanese model and actress. Her breakthrough was starring alongside the singer in the music video for Peter Ho's 2008 ""I only care for you"". She has since been a cover girl for GQ T",Maggie Wu
