,text,name
Q7491730,"Shazahn Padamsee (born 1987) is an Indian descent French film and stage actress, who has also worked as model. Daughter of noted actors Alyque Padamsee and Sharon Prabhakar, she made her first film ap",Shazahn Padamsee
Q7492340,Sheela is an Indian film actress who has starred in several Tamil films. She is known for her performances in Nandha and Veerasamy.  She has appeared in nearly 20 films as a child actor.'Telugu films ,Sheela Kaur
Q7492390,"Sheena Shahabadi (born 10 April 1986) is an Indian film actress. Her first film role was starring in the film Teree Sang (2009).Sheena Shahabadi: ""I was chosen out of 500 girls for TEREE SANG"", Yahoo ",Sheena Shahabadi
Q7494205,"Shenaz Treasurywala  (sometimes spelled Treasuryvala) or Shenaz Treasury is an Indian model, travel writer, and actress.  Discovered by a photographer during her first year in college, her first model",Shenaz Treasurywala
Q7495009,"Sherin Shringar, known by her stage name  Sherin or Shirin is a model turned actress, who appears in Kannada, Telugu and Tamil films. She made her debut at the age of 16 with Darshan  in 2002.Sherin P",Sherin
Q7496760,"Shilpa Anand is an Indian film and television actress. She has played in Dill Mill Gayye as Riddhima / Shilpa. In 2006, she played the lead role in Bollywood film Iqraar by Chance. In 2012, she played",Shilpa Anand
Q7504210,Shritha Sivadas is an Indian film actress. She made her debut in Sugeeth's Ordinary (2012).  Personal life  Shritha was born as Parvathy to Shivadas and Uma.http://sshritha.com/#!/?page_id=7 She hails,Shritha Sivadas
Q7504223,"Shriya Sharma is an Indian child film actress and model. She was born on 9 September 1997 in Nurpur, Himachal Pradesh, India.  Filmography {| class=""wikitable""  |- bgcolor=""#CCCCCC"" align=""center"" ! Y",Shriya Sharma
Q7505879,"Shweta Basu Prasad is an Indian film actress. She started her career as a child actress in Hindi films and television series and went on to play lead roles in Bengali,Telugu and Tamil cinema. For her ",Shweta Prasad
Q7521197,"Simran Kaur Mundi (, ) is an Indian model and actress who made her acting debut in the Hindi film Jo Hum Chahein in 2011. Prior to that she was a successful model and was crowned Miss India Universe 2",Simran Kaur Mundi
Q7522247,"Sindhu Tolani is an Indian actress working in various languages such as Telugu, Tamil, Kannada and Hindi. Tolani was born in Mumbai, India on 19 July 1983. She has been a Fair & Lovely cream model gir",Sindhu Tolani
Q7547766,Snigdha Akolkar a (born on 3 May) is an Indian critically acclaimed actress and model. She has acted in several Hindi and Marathi television serials. She gathered fame by playing a Protagonist in dail,Snigdha Akolkar
Q7554624,"Sohail Khan (Pashto: سہیل خان, born 3 March 1984), also known as Sohail Pathan, is a Pakistani cricketer. A right-arm fast-medium bowler, he gained instant recognition during his debut first-class sea",Sohail Khan (cricketer)
Q755830,"Atif Aslam (; born Muhammad Atif Aslam) is a Pakistani pop singer and film actor, and makes cameo appearances in Bollywood (Indian) films. His debut as an actor was in the 2011 film Pakistani movie Bo",Atif Aslam
Q7560758,"Sonal Singh Chauhan (born 16 May 1985) is an Indian fashion model,  actress and singer. She has won several beauty contests and made her acting debut in the movie Jannat directed by Kunal Deshmukh.  E",Sonal Chauhan
Q7560764,"Sonalee Kulkarni is an Indian actress, originally from Pune, India. She is noted for her role in the acclaimed 2009 Marathi film Natarang,  Kshanbhar Vishranti , Ajintha. She made her Hindi debut in a",Sonalee Kulkarni
Q7560811,  Sonarika Bhadoria (born 3 December 1992)  is noted for her portrayal of Goddess Parvati & Adi Shakti in the TV show Devon Ke Dev - Mahadev that airs on Life OK.  Early life and career Sonarika hails,Sonarika Bhadoria
Q7561685,"Sonia Agarwal (born 28 March 1982) is an Indian actress. Having predominantly acted in Tamil films, she is probably best known for her performances in blockbuster films such as Kaadhal Kondein (2003),",Sonia Agarwal
Q7562978,"Sophie Choudry (born Sophia Choudry, 8 February 1981) is a British film actress and singer. She has been active primarily in Indian films and is also a former MTV India VJ and occasional model and tel",Sophie Choudry
Q7564291,"Wahab Riaz (Punjabi, ) is a Pakistani cricketer. He is a left-arm fast bowler and a right-hand batsman. Riaz is a former student of Aitchison College, Lahore. He frequently bowls at speeds of around  ",Wahab Riaz
Q7581446,"Spruha Shirish Joshi (; born 13 October 1989) is an Indian television, theatre and film actress.  Early life and education Spruha was born on 13 October 1989 in Mumbai, Maharashtra. She is from Balmoh",Spruha Joshi
Q75857,"Nuri Şahin (, born 5 September 1988) is a Turkish footballer who plays as a midfielder for the German Bundesliga club Borussia Dortmund and the Turkey national football team. Şahin began his career at",Nuri Şahin
Q75862,"Claudia Ciesla (born February 12, 1987) is a Polish-German model and actress.The only thing real about Claudia are her boobsI am not a reincarnation of Lord Ganesha, says Claudia CieslaGerman actor Su",Claudia Ciesla
Q760239,"Sanam Baloch () (born 14 July 1986) is a Pakistani actress and a television host. She has hosted several shows on Pakistani TV channels. She has also appeared in TV dramas as an actress, and has recei",Sanam Baloch
Q760482,"Ayesha Khan is a Pakistani television and film actress.  Career Khan made her television debut in 2000 in the drama serial ""Tum Yahi Kehna"" which aired on PTV. She portrayed the mature and young suppo",Ayesha Khan (junior)
Q760782,"Melanie Ríos (born April 8, 1991) is a Colombian pornographic actress and nude model. Born in Medellín, she immigrated to the United States when she was 12 years old.  She entered the adult film indus",Melanie Ríos
Q7637050,"Sumbul Iqbal () (born August 30, 1990 Karachi) is a Pakistani actress and model. Sumbul is currently being seen in television serials at different TV channels. She is well known for her lead roles in ",Sumbul Iqbal
Q7640373,"Suneeta Marshall (born 1982) is a Pakistani model and television actress.  Early life Marshall was born in Lahore, Pakistan to a Pakistani Christian family in 1982. She is a commerce graduate from St.",Sunita Marshall
Q7672815,"Taapsee Pannu (born 1 August 1987) is an Indian model and film actress, who has worked in Telugu, Tamil, Malayalam and Hindi film industries. Taapsee worked as a software professional and also pursued",Taapsee Pannu
Q7683901,"Tanu Roy is an Indian film actress and model. A Bengali by birth, she has predominantly appeared in Telugu films apart from some Tamil, Malayalam, Bengali and Kannada films. She is mostly known for he",Tanu Roy
Q7685050,"Tara Concepta D'Souza (born December 20, 1986), commonly known as Tara D'Souza, is an Indian film actress and model, known for her work in the films Mujhse Fraaandship Karoge and Mere Brother Ki Dulha",Tara D'Souza
Q7687171,"Tasha Reign (born January 15, 1989) is the stage name of an American pornographic actress, nude model, producer, and sex columnist known for her appearances in Playboy and Penthouse magazine.  Career ",Tasha Reign
Q7695208,"Thanishka is an Indian actress who appears in Kannada and  Tamil language films.  Career Thanishka began her career with Masanada Makkalu, an art film that showcased her credentials as a linguisticall",Thanishka
Q769615,", is an AV Idol who starred in pornographic movies between 2001 and 2004 . She worked mainly for Soft On Demand and Moodyz.  Life and career Kokoro was born 30 August 1982 in the city of Miyako, Iwate",Kokoro Amano
Q78065,"Lena Nitro (born 16 June 1987 in Berlin)www.lenanitroclub.com or Sherly Nitro, is a German porn star. In 2010 she was announced as new rising star at Germany by Bild, Coupé, Happy Weekend and tripple.",Lena Nitro
Q7807890,"Tina Dutta is an Indian actress. Currently she is playing the role of Iccha/Meethi in TV show Uttaran.   Career  At the age of 5, Dutta acted in a television serial called Sister Nivedita , which was ",Tina Dutta
Q7823983,"Tooba Siddiqui (born 7 August 1984 in Karachi, Sindh, Pakistan) is a Pakistani model. Siddiqui started her career by starring in a Music Video ""My Love"" for pop singer Yasir Akhtar. She started modeli",Tooba Siddiqui
Q7877205,"Udhayathara (born  Sijo Varghese on March 16, 1988) is an Indian film actress, who predominantly acts in Tamil and also appears in Kannada films and Telugu films.http://www.behindwoods.com/tamil-movie",Udhayathara
Q7879076,"Ulka Gupta (born in Mumbai, Maharashtra) is an Indian television actress. She is popularly known as Manu as she played the role of Manu (the young Rani Lakshmibai) in the Zee TV soap Jhansi Ki Rani un",Ulka Gupta
Q7881109,Umar Amin (born 16 October 1989) is a Pakistani international cricketer. Amin made his One Day International debut in the opening match of the 2010 Asia Cup against Sri Lanka. Amin made his internatio,Umar Amin
Q7901588,"Urvashi Sharma  (Hindi: उर्वशी शर्मा) is an Indian Bollywood actress & model, born in Delhi in a Hindu Family. She has appeared in numerous print and television advertisements and featured in music vi",Urvashi Sharma
Q7902059,"Usman Salahuddin (born 2 December 1990 Lahore, Punjab) is a Pakistani international cricketer who was selected to play against the West Indies for the May 2011 series. Salahuddin averages 48 in List A",Usman Salahuddin
Q7917889,"Veda Archana Sastry (born on 8 October) is an Indian film actress, known for her works predominantly in Telugu cinema, and for a few Tamil, Kannada and Malayalam films. Debuting as Veda in Tapana, she",Veda Sastry
Q7917979,"Vedhika is an Indian film actress who has appeared in Tamil, Telugu, Malayalam and Kannada films. She made her breakthrough portraying Angamma in Bala's period film Paradesi, winning critical acclaim ",Vedhicka
Q7925384,"Vicki Chase (born February 5, 1985) is an American pornographic actress.  Early life Chase was born and raised in Boyle Heights, Los Angeles, California. She is of Mexican descent. Shortly before ente",Vicki Chase
Q793987,"Payel Sarkar (, born in Kolkata, India) is an Indian actress who has appeared in Bengali films and Hindi television.  Early life  Sarkar completed her degree in history from Jadavpur University in Kol",Payel Sarkar
Q797191,"Urwa Hocane  (birth name Urwa Tul Wusqa Hussain) is a Pakistani VJ, model and actress. She is known for her role in serials Meri Ladli, Kahi Un Kahi,Tum Mere hi Rehna and Madiha Maliha.http://www.tv.c",Urwa Hocane
Q79845,"Madhu Shalini is an Indian film actress and model, who has appeared in Telugu and Tamil language films. She has previously worked as a television anchor as well.   Career  Madhu Shalini was born in  H",Madhu Shalini
Q8048050,"Yami Gautam (born 28 November 1988) is an Indian actress who works in different language films, including Punjabi, Tamil, Telugu, Malayalam, Kannada and Hindi. She is the daughter of director Mukesh G",Yami Gautam
Q8049792,"Abdul Karim khan, named Yasin Bhatkal by Indian investigative agencies, is the alleged founder leader of the proscribed terrorist organisation Indian Mujahideen (IM). He was listed on the NIA Most Wan",Yasin Bhatkal
Q8049809,"For the television actor, see Yasir Shah (actor).  Yasir Shah (born 2 May 1986 in Swabi, Khyber Pakhtunkhwa) is an international cricketer from Pakistan. He is a specialist leg break spin bowler. He's",Yasir Shah
Q8062169,"Yuvika Chaudhary (born 2 August 1983) is an Indian Hindu Jat Bollywood actress.  She was born in the town Baraut, in Uttar Pradesh. Her father Ram Naresh is a teacher by profession. She has a younger ",Yuvika Chaudhary
Q83488,"Mesut Özil (, ; born 15 October 1988) is a German professional footballer who plays for English club Arsenal and the German national team. Özil has been a youth national team member since 2006, and a ",Mesut Özil
Q852557,"  Hollie Stevens (January 4, 1982 – July 3, 2012) was the stage name of an American pornographic actress, model and writer. She was considered a pioneer of the porn genre known as clown porn, which fe",Hollie Stevens
Q853292,"Archana Jose Kaviyil (born January 4, 1990), better known by her stage name Archana Kavi, is an Indian film actress and a television host.http://www.manoramaonline.com/cgi-bin/MMOnline.dll/portal/ep/m",Archana Kavi
Q855749,"Catharina-Amalia, Princess of Orange (; Catharina-Amalia Beatrix Carmen Victoria; born 7 December 2003), is the heir apparent to the throne of the Kingdom of the Netherlands, consisting of the countri","Catharina-Amalia, Princess of Orange"
