,text,name
Q896815,"Brad Lewis Kavanagh (born 21 August 1992) is an English actor and singer-songwriter, originally from Whitehaven, Cumbria, and is best known for his role as Fabian Rutter in the Nickelodeon TV series H",Brad Kavanagh
Q898141,"Brandon Gay (* 8. August 1982  in Houston, Texas) ist ein US-amerikanischer Basketballspieler. Nach dem Studium in seinem Heimatland spielte Gay als Profi in Europa. Nach zwei Jahren beim deutschen Ve",Brandon Gay
Q898142,"mini|hochkant|Brandon Hilton Brandon Hilton (* 17. Juli 1987 in South Carolina, USA; bürgerlich Brandon James) ist ein US-amerikanischer Sänger, Songwriter, Model und Schauspieler. Er ist eine Interne",Brandon Hilton
Q898157,"Brandon McMillan (born March 22, 1990) is a Canadian professional ice hockey player. He currently plays with the Arizona Coyotes of the National Hockey League (NHL).  He was drafted by the Anaheim Duc",Brandon McMillan
Q898161,"Brandon Mroz (born December 22, 1990) is an American figure skater. He is the 2009 U.S. silver medalist and the 2006 & 2007 Junior Grand Prix Final silver medalist. He has the record of the first skat",Brandon Mroz
Q898177,"Brandon Leray Rush (born July 7, 1985) is an American professional basketball player who currently plays for the Golden State Warriors of the National Basketball Association (NBA). He was drafted in 2",Brandon Rush
Q898369,"Brandur Helgason Enni (born 15 April 1989, Tvøroyri, Faroe Islands), is a Faroese singer, songwriter, composer, and musician. He plays guitar, trumpet, piano and flugelhorn. In August 2006, he moved t",Brandur Enni
Q89899,"Christine Reiler (25 March 1982) is a beauty queen who represented Austria in Miss World 2007 in Sanya, China, and she became one of the top 16 semifinalists. Reiler is studying Medicine and would lik",Christine Reiler
Q9011545,"Jessica Elise De Gouw (born 15 February 1988), sometimes credited as Jess De Gouw, is an Australian actress. She is known for her role as Helena Bertinelli/The Huntress in Arrow, as well as her role a",Jessica De Gouw
Q90146,"Julia Rohde is a German weightlifter.London2012.com She competed at the 2012 Summer Olympics in the Women's 53 kg, finishing 11th.  References  Category:German weightlifters Category:Year of birth mis",Julia Rohde
Q90365,"thumb|upright|Barbara Engleder 2012 Barbara Engleder, née Lechner (born 16 September 1982 in Eggenfelden) is a German rifle shooter. She competed in the 50 m rifle three positions event at the 2012 Su",Barbara Engleder
Q903722,"Demetrius ""Boo Boo"" Andrade ( ; born February 26, 1988 in Providence, Rhode Island) is a professional boxer from the United States and is the current World Boxing Organization Light Middleweight champ",Demetrius Andrade
Q90379,Carina Vogt (born 5 February 1992 in Schwäbisch Gmünd) is a German ski jumper.http://data.fis-ski.com/dynamic/athlete-biography.html?sector=JP&listid=&competitorid=105654 She won the first Olympic gol,Carina Vogt
Q90480,"Chris Raaber (born September 5, 1981) is an Austrian professional wrestler, better known by his ring name Bambikiller (occasionally spelled Bambi Killer), He runs his own promotion European Wrestling ",Chris Raaber
Q9072741,"Jannik Bandowski (born 30 March 1994) is a German footballer who plays as a left back for Borussia Dortmund II in the 3. Liga.  Borussia Dortmund II On 3 October 2013, he scored a goal in a 3. Liga ma",Jannik Bandowski
Q90760,mini|Fabian Halbig (links) mit seinen Bandkollegen (2011) Fabian „Fabi“ Halbig (* 23. Dezember 1992 in Dillingen an der Donau) ist ein deutscher Filmschauspieler und Musiker.   Er ist Schlagzeuger der,Fabian Halbig
Q9079,"LaShawn Merritt (born June 27, 1986) is an American track and field athlete who competes in sprinting events, specializing in the 400 meters. He is a former Olympic champion over the distance and his ",LaShawn Merritt
Q9079600,"Stanko Zečević (* 5. Juli 1994 in Kiseljak, Bosnien und Herzegowina; † 27. März 2013 in Sarajevo, Bosnien und Herzegowina) war ein bosnisch-herzegowinischer Fußballspieler.   Karriere  Zečević kam am ",Stanko Zečević
Q90863,"thumb|Alev Lenz.   Alev Lenz (born 17 January 1982 in München) is a German-Turkish singer/songwriter.  Career  Alev Lenz, the daughter of a Turkish mother and a German father,Lenz is the daughter of a",Alev Lenz
Q909790,"Brent Raedeke (born May 29, 1990) is a Canadian professional ice hockey player who is currently playing as an offensive centermen for the Iserlohn Roosters of the Deutsche Eishockey Liga (DEL). He pre",Brent Raedeke
Q9100,"Ismail Ahmed Ismail (born 1 November 1984) is a Sudanese runner, who specializes in the 800 metres. He was born in Khartoum.  Ismail reached the final in that event at the 2004 Summer Olympics in Athe",Ismail Ahmed Ismail
Q910702,"Brett Camerota (born January 9, 1985) is an American Nordic combined skier who has competed since 2002.  Camerota was born in Salt Lake City, Utah, and currently residing in Park City, Utah. His twin ",Brett Camerota
Q910737," Early life  Brett Davern was born and raised in Edmonds, Washington in 1992. Brett's love of theatre and acting started at Madrona elementary school in Edmonds. He then attended Edmonds-Woodway High ",Brett Davern
Q910782,"Brett Michael Gardner (born August 24, 1983) is an American professional baseball outfielder in Major League Baseball (MLB) for the New York Yankees. He made his MLB debut with the Yankees in 2008. Ga",Brett Gardner
Q910861,"Brett Smith (* 31. August 1981 in Guelph, Ontario) ist ein kanadischer Eishockeyspieler, der seit 2011 bei den Fort Wayne Komets in der Central Hockey League unter Vertrag steht.     Karriere  Brett S",Brett Smith
Q911197,Alistair Casey (born 23 February 1981)  is a Scottish Capped Professional badminton player.  Career A five-time world ranking tour title winner and Scottish Capped Professional Men's Singles Badminton,Alistair Casey
Q911705,"Gláuber Leandro Honorato Berti (born 5 August 1983), more commonly known as Gláuber, is a Brazilian footballer who currently plays for Columbus Crew in Major League Soccer.  Club career Born in São Jo",Gláuber
Q912143,"Brian Fahey (born March 2, 1981) is an American professional ice hockey defenseman currently playing for EC Red Bull Salzburg of the Austrian Hockey League (EBEL).  Playing career Fahey was drafted 19",Brian Fahey (ice hockey)
Q912740,"Brian Melo (born August 15, 1982) is a Canadian singer-songwriter from Hamilton, Ontario who was the winner of the fifth season of Canadian Idol in 2007.  His first studio album, Livin' It, achieved G",Brian Melo
Q913269,"Brian Patrick Wilson (born March 16, 1982) is an American professional baseball relief pitcher who is a free agent. Previously, he pitched in Major League Baseball (MLB) for the San Francisco Giants a",Brian Wilson (baseball)
Q913396,"Brice Owona (born March 4, 1989 in Yaoundé) is a professional Cameroonian footballer currently playing for Union Douala.  Career Owona began his career in January 2002 for AS Fortuna YaoundéBrice Owon",Brice Owona
Q91504,"Jacob Matschenz (born 1984, Berlin) is a German actor. He is notable for film and television work including The Wave (2008), 12 Paces Without a Head (2009) and The Sinking of the Laconia (2010). He wo",Jacob Matschenz
Q918643,"Charles Akeem Watson, Jr. (born April 17, 1984)C.J. Watson is an American professional basketball player who currently plays for the Indiana Pacers of the NBA.  College career Watson played for the Te",C. J. Watson
Q9189136,{{Infobox Skispringer  | kurzname = Charlotte Mitchell | bild = Charlotte Mitchell.jpg | bildgroesse =  | bildbeschreibung = Charlotte Mitchell 2011 | langname =  | nation =  | geburtstag = 23. August,Charlotte Mitchell (Skispringerin)
Q919086,"Rafael Batyrshin (born August 26, 1986) is a Russian professional ice hockey player who plays for Atlant Moscow Oblast of the Kontinental Hockey League (KHL).  External links  Category:1986 births Cat",Rafael Batyrshin
Q919501,"Todd Stanger Clever (born January 16, 1983) is an American rugby union player who plays  flanker for the NTT Shining Arcs in Japan's Top League . He is the captain of the United States national team a",Todd Clever
Q9196189,"Cornelia Groot (born 4 May 1988) is a Dutch handball player, who performs under the name Nycke Groot. She plays for the club FC Midtjylland, and on the Dutch national team. She represented the Netherl",Cornelia Groot
Q919864,Guillermo Juan Vallori Grimalt (born 25 June 1982 in Palma de Mallorca) is a Spanish footballer who plays for 1860 Munich as a centre-back.  References   External links   Category:1982 births Category,Guillermo Vallori
Q921330,"For the Danish rapper Nicholas Kidd, see Kidd (rapper) Nicholas Kidd (born 21 April 1981 in Papua New Guinea) is a badminton player from Australia who has represented both England and Australia.  Care",Nicholas Kidd
Q922086,"Souleymane Camara (born December 22, 1982) is a Senegalese football player who plays for Montpellier HSC in Ligue 1.  Camara previously played for AS Monaco and OGC Nice.  He plays for Senegal nationa",Souleymane Camara
Q922420,"Ricardo Pedriel Suárez (born January 19, 1987 in Santa Cruz de la Sierra) is a Bolivian football striker who currently plays for Mersin İdmanyurdu.  Career In 2009–10, Pedriel was demoted to the B squ",Ricardo Pedriel
Q922529,"Lasse Norman Hansen (born 11 February 1992) is a Danish professional racing cyclist who rides for UCI ProTeam . A noted Olympian, Hansen won the gold medal in the Men's Omnium at the 2012 Summer Olymp",Lasse Norman Hansen
Q923332," (born July 30, 1984) is a Japanese Nordic combined skier who has been competing since 2003. He won a gold medal in the 4 x 5 km team event at the FIS Nordic World Ski Championships 2009 in Liberec an",Taihei Kato
Q923552,Aleksandr Yevgenyevich Bukharov () (born 12 March 1985 in Naberezhnye Chelny) is a Russian footballer currently playing for FC Rostov.  Career With Rubin Kazan he won the Russian Premier League 2008. ,Aleksandr Bukharov
Q923600,"Lorenzo Davids (born 4 September 1986) is a Dutch  footballer of Surinamese descent, who is a midfielder for Randers FC.   Club career  Feyenoord Lorenzo Davids started playing football at a young age",Lorenzo Davids
Q92362,"Lisa Sauermann (born September 25, 1992) is a mathematics student from Germany who became the most successful participant in the International Mathematical Olympiad in 2011, currently she is ranked No",Lisa Sauermann
Q923756,Martinš Trautmanis (* 7. Juli 1988 in Ventspils) ist ein lettischer Radrennfahrer.  2011 wurde Martinš Trautmanis lettischer Meister im Straßenrennen.   Erfolge  2011   Lettischer Meister - Straßenren,Martinš Trautmanis
Q924093,"Paulo Santos Carvalho (born February 26, 1986 in Salvador) is a Brazilian amateur boxer who qualified for the 2008 Summer Olympics as a junior flyweight.  He beat Oscar Negrete and Winston Mendez Mont",Paulo Carvalho
Q924243,Daniel Latkowski (born 11 November 1991) is a German footballer who plays for SV Meppen. He began his career with VfL Osnabrück and made his debut for the club on the opening day of the 2011–12 season,Daniel Latkowski
Q924381,"Federico Peluso (born 20 January 1984) is an Italian footballer who plays as a left back for Serie A club Sassuolo and the Italian national team.  Career Peluso began his career on ASD Petriana, in Ro",Federico Peluso
Q924523,"Pierre Campana (born 1 May 1985 in Bastia) is a French rally driver from Corsica.  Career Campana began rallying in 2004, and made his World Rally Championship debut in 2007 on his home event, the Tou",Pierre Campana
Q92466,{{Infobox Skispringer  | kurzname = Lisa Rexhäuser | bild = | langname = | nation =  | geburtstag = 15. April 1990 | geburtsort = Suhl | geburtsland = DDR | groesse = | gewicht = | beruf = | sterbedat,Lisa Rexhäuser
Q9255092,{{Infobox Skispringer  | kurzname = Esther Steindl | bild = CC10Vi Esther Steindl 22.JPG | bildgroesse =  | bildbeschreibung = Esther Steindl in Villach 2010 | langname =  | nation =  | geburtstag = 1,Esther Steindl
Q926248,"Kawhi Anthony Leonard (, born June 29, 1991) is an American professional basketball player who currently plays for the San Antonio Spurs of the National Basketball Association (NBA). Leonard is listed",Kawhi Leonard
Q927027,"Miguel Ângelo Leonardo Vítor (born 30 June 1989) is a Portuguese professional footballer who plays for Greek club PAOK FC as a central defender.  He spent most of his career with Benfica, always as a ",Miguel Vítor
Q927526,"Dick Axelsson (born April 25, 1987) is a Swedish professional ice hockey winger, currently playing for HC Davos in the Swiss National League A (NLA). He was drafted 62nd overall by the Detroit Red Win",Dick Axelsson
Q927649,Fabián Rodrigo Yantorno Blengio (born 4 September 1982) is a Uruguayan footballer. He plays as a midfielder for Sud América. Yantorno has played for several clubs in South America and the United Kingd,Fabián Yantorno
Q927833,"Roman Andreyevich Vlasov (; born October 6, 1990) is a male wrestler from Russia. In the 2012 Summer Olympics, Vlasov won the gold medal in the 74 kg Greco-Roman wrestling final.  References  External",Roman Vlasov
Q927896,"Petri Kontiola (born October 4, 1984) is a Finnish professional ice hockey Centre currently playing with Lokomotiv Yaroslavl of the Kontinental Hockey League (KHL).  Playing career Kontiola was drafte",Petri Kontiola
Q928077,"Kenneth Bernard Faried Lewis (born November 19, 1989) is an American professional basketball player who currently plays for the Denver Nuggets of the National Basketball Association (NBA).Kenneth Fari",Kenneth Faried
Q9282025,"Grzegorz Pasiut (* 7. Mai 1987 in Nowy Targ) ist ein polnischer Eishockeyspieler, der seit November 2013 beim JKH GKS Jastrzębie in der Ekstraliga unter Vertrag steht.   Karriere   Club  Grzegorz Pasi",Grzegorz Pasiut
Q928821,Brooke Graddon (* 26. Mai 1987 in Plymouth) ist eine britische Wasserspringerin. Sie startet für den Verein Plymouth Diving in den Disziplinen 10 m-Turm- und Synchronspringen. In Synchronwettbewerben ,Brooke Graddon
Q928882,"Michal Birner (born March 2, 1986) is an Czech ice hockey forward. He is currently playing for KalPa of the Finnish Liiga.  Playing career Birner was drafted 116th overall in the 2004 NHL Entry Draft ",Michal Birner
